IMTC-MCS,"TCP/1503,UDP/1503",Databeam
INFOMAN,"TCP/1451,UDP/1451",IBM Information Management
INFORMATIK-LM,"TCP/1428,UDP/1428",Informatik License Manager
INFOSEEK,"TCP/414,UDP/414",
INGRES-NET,"TCP/134,UDP/134",INGRES-NET Service
INGRESLOCK,"TCP/1524,UDP/1524",ingres
INNOSYS,"TCP/1412,UDP/1412",
INNOSYS-ACL,"TCP/1413,UDP/1413",
INSITU-CONF,"TCP/1490,UDP/1490",
INSTL_BOOTC,"TCP/1068,UDP/1068",Installation Bootstrap Proto. Cli.
INSTL_BOOTS,"TCP/1067,UDP/1067",Installation Bootstrap Proto. Serv.
INTECOURIER,"TCP/495,UDP/495",
INTEGRA-SME,"TCP/484,UDP/484",Integra Software Management Environment
INTELLISTOR-LM,"TCP/1539,UDP/1539",Intellistor License Manager
INTERBASE,"TCP/2041,UDP/2041",
INTERHDL_ELMD,"TCP/1454,UDP/1454",interHDL License Manager
INTRINSA,"TCP/503,UDP/503",
INTUITIVE-EDGE,"TCP/1355,UDP/1355",Intuitive Edge
INVOKATOR,TCP/2006,
IPCD,"TCP/576,UDP/576",
IPCSERVER,"TCP/600,UDP/600",Sun IPC server
IPDD,"TCP/578,UDP/578",
IPP,TCP/631,Internet Printing Protocol
IPX,"TCP/213,UDP/213",
IRC,"TCP/194,UDP/194,TCP/529,UDP/529,TCP/6665,TCP/6666,TCP/6667,TCP/6668,TCP/6669,TCP/6670",Internet Relay Chat
IRCS,TCP/994,irc protocol over TLS/SSL
IS99C,"TCP/379,UDP/379",TIA/EIA/IS-99 modem client
IS99S,"TCP/380,UDP/380",TIA/EIA/IS-99 modem server
ISAKMP,"TCP/500,UDP/500",
ISDNINFO,"TCP/6105,TCP/6106",isdninfo
ISI-GL,"TCP/55,UDP/55",ISI Graphics Language
ISIS,"TCP/2042,UDP/2042",
ISIS-BCAST,"TCP/2043,UDP/2043",
ISO-ILL,"TCP/499,UDP/499",ISO ILL Protocol
ISO-IP,"TCP/147,UDP/147",
ISO-TP0,"TCP/146,UDP/146",
ISO-TSAP,"TCP/102,UDP/102",tsap ISO-TSAP Class 0
ISO-TSAP-C2,"TCP/399,UDP/399",ISO-TSAP Class 2
ISODE-DUA,"TCP/17007,UDP/17007",
ISQLPLUS,TCP/5560,Oracle web enabled SQL interface (version 10g+),PH_SYS_PROTOGRP_DB
ISS-CONSOLE-MGR,TCP/903,ISS Console Manager
ISS-REALSEC,TCP/2998,ISS RealSecure IDS Remote Console Admin port
ISS-REALSECURE,TCP/902,ISS RealSecure Sensor
ISSA,TCP/9991,ISS System Scanner Agent
ISSC,TCP/9992,ISS System Scanner Console
ISSD,"TCP/1600,UDP/1600",
IVS-VIDEO,"TCP/2232,UDP/2232",IVS Video default
IVSD,"TCP/2241,UDP/2241",IVS Daemon
JAVA-OR-OTGFILESHARE,TCP/1050,"J2EE nameserver, also OTG, also called Disk/Application extender. Could also be MiniCommand backdoor OTGlicenseserv"
JETDIRECT,"TCP/9100,TCP/9101,TCP/9102,TCP/9103,TCP/9104,TCP/9105,TCP/9106,TCP/9107",HP JetDirect card
KADEMLIA,UDP/3246,Kademlia P2P (mlnet)
KAUTH,TCP/2120,Remote kauth
KDM,TCP/1024,K Display Manager (KDE version of xdm)
KERBEROS,"TCP/750,UDP/750",kdc Kerberos (v4)
KERBEROS-ADM,"TCP/749,UDP/749",Kerberos 5 admin/changepw
KERBEROS-SEC,"TCP/88,UDP/88",Kerberos (v5)
KERBEROS_MASTER,"TCP/751,UDP/751",Kerberos `kadmin' (v4)
KEYSERVER,"TCP/584,UDP/584",
KIP,TCP/2112,IP over kerberos
KIS,"TCP/186,UDP/186",KIS Protocol
KLOGIN,"TCP/543,UDP/543",Kerberos (v4/v5)
KNET-CMP,"TCP/157,UDP/157",KNET/VM Command/Message Protocol
KNETD,TCP/2053,A closed-source client for solving the RSA cryptographic challenge. This is the keyblock proxy port.
KPASSWD,TCP/761,Kerberos (v4)
KPASSWD5,"TCP/464,UDP/464",Kerberos (v5)
KPOP,TCP/1109,Pop with Kerberos
KRB524,"TCP/4444,UDP/4444",Kerberos 5 to 4 ticket xlator
KRBUPDATE,TCP/760,kreg Kerberos (v4) registration
KRB_PROP,TCP/754,kerberos/v5 server propagation
KRYPTOLAN,"TCP/398,UDP/398",
KSHELL,"TCP/544,UDP/544",krcmd Kerberos (v4/v5)
KUANG2,TCP/17300,Kuang2 backdoor
KX,TCP/2111,X over kerberos
L2TP,UDP/1701,
LA-MAINT,"TCP/51,UDP/51",IMP Logical Address Maintenance
LAM,"TCP/2040,UDP/2040",
LANDESK-CBA,"TCP/38037,UDP/38037,TCP/38292,UDP/38293",Sometimes an RPC port
LANDESK-RC,"TCP/1761,TCP/1762,TCP/1763,TCP/1764",LANDesk Remote Control
LANSERVER,"TCP/637,UDP/637",LDAP over SSL
LANSOURCE,"TCP/1485,UDP/1485",
LAPLINK,"TCP/1547,UDP/1547",
LDAP,"TCP/389,UDP/389",Lightweight Directory Access Protocol
LDAPSSL,TCP/636,LDAP over SSL
LEGENT-1,"TCP/373,UDP/373",Legent Corporation (now Computer Associates Intl.)
LEGENT-2,"TCP/374,UDP/374",Legent Corporation (now Computer Associates Intl.)
LGTOMAPPER,TCP/7938,Legato portmapper
LIBERTY-LM,"TCP/1496,UDP/1496",
LICENSEDAEMON,"TCP/1986,UDP/1986",cisco license management
LINK,"TCP/245,UDP/245",
LINUXCONF,TCP/98,linuxconf
LINX,"TCP/1361,UDP/1361",
LISTEN,TCP/2766,System V listener port
LJK-LOGIN,"TCP/472,UDP/472",
LOADSRV,TCP/480,
LOCALINFOSRVR,"TCP/1487,UDP/1487",
LOCKD,"TCP/4045,UDP/4045",
LOCUS-CON,"TCP/127,UDP/127",Locus PC-Interface Conn Server
LOCUS-MAP,"TCP/125,UDP/125",Locus PC-Interface Net Map Ser
LOGIN,TCP/513,BSD rlogind(8)
LONEWOLF-LM,"TCP/6146,UDP/6146",Lone Wolf Systems License Manager
LOTUSNOTES,"TCP/1352,UDP/1352",Lotus Note
LSA-OR-NTERM,TCP/1026,nterm remote_login network_terminal
LSNR,TCP/1158,Oracle DB listener,PH_SYS_PROTOGRP_DB
LUPA,"TCP/1212,UDP/1212",
MAC-SRVR-ADMIN,"TCP/660,UDP/660",MacOS Server Admin
MACON,"TCP/456,UDP/456",
MAGENTA-LOGIC,"TCP/313,UDP/313",
MAILBOX,TCP/2004,
MAILBOX-LM,"TCP/505,UDP/505",
MAILQ,"TCP/174,UDP/174",
MAITRD,"TCP/997,UDP/997",
MAN,"TCP/9535,UDP/9535",
MAPPER-MAPETHD,"TCP/3985,UDP/3985",MAPPER TCP/IP server
MAPPER-NODEMGR,"TCP/3984,UDP/3984",MAPPER network node manager
MAPPER-WS_ETHD,"TCP/3986,UDP/3986",MAPPER workstation server
MARCAM-LM,"TCP/1444,UDP/1444",Marcam License Management
MATIP-TYPE-A,"TCP/350,UDP/350",MATIP Type A
MATIP-TYPE-B,"TCP/351,UDP/351",MATIP Type B or bhoetty also safetp
MAYBE-FW1,TCP/265,FW1 secureremote alternate
MAYBE-VERITAS,"TCP/4987,TCP/4998",Radmin (www.radmin.com) remote PC control software
MCIAUTOREG,"TCP/1528,UDP/1528",
MCIDAS,"TCP/112,UDP/112",McIDAS Data Transmission Protocol
MDBS_DAEMON,"TCP/800,UDP/800",
MEETINGMAKER,TCP/3292,Meeting maker time management software
META-CORP,"TCP/6141,UDP/6141",Meta Corporation License Manager
METAGRAM,"TCP/99,UDP/99",Metagram Relay
METER,"TCP/570,UDP/570",demon
MFCOBOL,"TCP/86,UDP/86",Micro Focus Cobol
MFTP,"TCP/349,UDP/349",
MICOM-PFS,"TCP/490,UDP/490",
MICROMUSE-LM,"TCP/1534,UDP/1534",
MICROSOFT-DS,"TCP/445,UDP/445",SMB directly over IP
MIMER,"TCP/1360,UDP/1360",
MIROCONNECT,"TCP/1532,UDP/1532",
MIT-DOV,"TCP/91,UDP/91",MIT Dover Spooler
MIT-ML-DEV,"TCP/83,UDP/83,TCP/85,UDP/85",MIT ML Device
MITEKSYS-LM,"TCP/1482,UDP/1482",Miteksys License Manager
MLCHAT-PROXY,TCP/4002,mlnet - MLChat P2P chat proxy
MLOADD,"TCP/1427,UDP/1427",mloadd monitoring tool
MM-ADMIN,"TCP/534,UDP/534",MegaMedia Admin
MMCC,"TCP/5050,UDP/5050",multimedia conference control tool
MNOTES,TCP/603,CommonTime Mnotes PDA Synchronization
MOBILEIP-AGENT,"TCP/434,UDP/434",
MOBILIP-MN,"TCP/435,UDP/435",
MOLLY,"TCP/1374,UDP/1374",EPI Software Systems
MONDEX,"TCP/471,UDP/471",
MONITOR,"TCP/561,UDP/561",
MONTAGE-LM,"TCP/6147,UDP/6147",Montage License Manager
MORTGAGEWARE,"TCP/367,UDP/367",
MOSMIG,TCP/4660,OpenMOSix MIGrates local processes
MOUNT,UDP/635,NFS Mount Service
MPM,"TCP/45,UDP/45",Message Processing Module [recv]
MPM-FLAGS,"TCP/44,UDP/44",MPM FLAGS Protocol
MPM-SND,"TCP/46,UDP/46",MPM [default send]
MPP,"TCP/218,UDP/218",Netix Message Posting Protocol
MPTN,"TCP/397,UDP/397",Multi Protocol Trans. Net.
MS-LSA,"UDP/1028,TCP/1029",nterm remote_login network_terminal
MS-ROME,"TCP/569,UDP/569",Microsoft rome
MS-SHUTTLE,"TCP/568,UDP/568",Microsoft shuttle
MS-SNA-BASE,"TCP/1478,UDP/1478",
MS-SNA-SERVER,"TCP/1477,UDP/1477",
MS-SQL-M,"TCP/1434,UDP/1434",Microsoft-SQL-Monitor,PH_SYS_PROTOGRP_DB
MS-SQL-S,"TCP/1433,UDP/1433",Microsoft-SQL-Server,PH_SYS_PROTOGRP_DB
MS-SQL2000,TCP/9152,Dragon IDS Console 
MS-TERM-SERV,TCP/3389,Microsoft Remote Display Protocol
MSDTC,TCP/3372,MS distributed transaction coordinator
MSG-AUTH,"TCP/31,UDP/31",MSG Authentication
MSG-ICP,"TCP/29,UDP/29",MSG ICP
MSL_LMD,"TCP/1464,UDP/1464",MSL License Manager
MSP,"TCP/18,UDP/18",Message Send Protocol
MSQL,"TCP/1112,TCP/4333",mini-sql server,PH_SYS_PROTOGRP_DB
MSRPC,"TCP/135,UDP/135",Microsoft RPC services
MULTIPLEX,"TCP/171,UDP/171",Network Innovations Multiplex
MUMPS,"TCP/188,UDP/188",Plus Five's MUMPS
MVX-LM,"TCP/1510,UDP/1510",Midland Valley Exploration Ltd. Lic. Man.
MYLEX-MAPD,"TCP/467,UDP/467",
MYSQL,TCP/3306,MySQL,PH_SYS_PROTOGRP_DB
MYTHTV,"TCP/6543,TCP/6544",Seagate Crystal Enterprise
NAMESERVER,"TCP/42,UDP/42",Host Name Server
NAMP,"TCP/167,UDP/167",
NAPSTER,TCP/6699,Napster File (MP3) sharing  software,PH_SYS_PROTOGRP_P2P
NCD-CONF,TCP/5999,NCD configuration telnet port
NCD-CONF-TCP,TCP/5979,NCD configuration tcp port
NCD-DIAG,TCP/5998,NCD diagnostic telnet port
NCD-DIAG-TCP,TCP/5978,NCD diagnostic tcp port
NCD-PREF,TCP/5997,NCD preferences telnet port
NCD-PREF-TCP,TCP/5977,NCD preferences tcp port
NCED,"TCP/404,UDP/404",
NCLD,"TCP/405,UDP/405",
NCP,"TCP/524,UDP/524",
NCUBE-LM,UDP/1521,nCube License Manager
NDM-REQUESTER,"TCP/1363,UDP/1363",Network DataMover Requester
NDM-SERVER,"TCP/1364,UDP/1364",Network DataMover Server
NDSAUTH,"TCP/353,UDP/353",
NERV,"TCP/1222,UDP/1222",SNI R&D network
NESSUS,"TCP/1241,TCP/3001",Nessus or remote message server
NEST-PROTOCOL,"TCP/489,UDP/489",
NETBACKUP,"TCP/13701,TCP/13702,TCP/13705,TCP/13706,TCP/13708,TCP/13709,TCP/13710,TCP/13711,TCP/13712,TCP/13713,TCP/13714,TCP/13715,TCP/13716,TCP/13717,TCP/13718,TCP/13720,TCP/13721,TCP/13722,TCP/13782,TCP/13783",vmd           server
NETBIOS-DGM,"TCP/138,UDP/138",NETBIOS Datagram Service
NETBIOS-NS,"TCP/137,UDP/137",NETBIOS Name Service
NETBIOS-SSN,"TCP/139,UDP/139",NETBIOS Session Service
NETBUS,"TCP/12345,TCP/12346",NetBus backdoor trojan or Trend Micro Office Scan
NETCHEQUE,"TCP/4008,UDP/4008",NetCheque accounting
NETCP,"TCP/395,UDP/395,TCP/740,UDP/740",NETscout Control Protocol
NETGW,"TCP/741,UDP/741",
NETINFO,TCP/1033,Netinfo is apparently on many OS X boxes.
NETLABS-LM,"TCP/1406,UDP/1406",NetLabs License Manager
NETMAP_LM,"TCP/1493,UDP/1493",
NETNEWS,"TCP/532,UDP/532",readnews
NETOP-RC,"TCP/6502,UDP/6502",NetOp Remote Control (by Danware Data A/S)
NETPROWLER-MANAGER,TCP/61439,Back Orifice 2K Default Port
NETPROWLER-MANAGER2,TCP/61440,Back Orifice 2K Default Port
NETPROWLER-SENSOR,TCP/61441,Back Orifice 2K Default Port
NETRCS,"TCP/742,UDP/742",Network based Rev. Cont. Sys.
NETRJS-1,"TCP/71,UDP/71",Remote Job Service
NETRJS-2,"TCP/72,UDP/72",Remote Job Service
NETRJS-3,"TCP/73,UDP/73",Remote Job Service
NETRJS-4,"TCP/74,UDP/74",Remote Job Service
NETSAINT,TCP/1040,Netsaint status daemon
NETSC-DEV,"TCP/155,UDP/155",
NETSC-PROD,"TCP/154,UDP/154",
NETSTAT,TCP/15,
NETVENUECHAT,TCP/1023,"Nortel NetVenue Notification, Chat, Intercom"
NETVIEW-AIX-1,"TCP/1661,UDP/1661",
NETVIEW-AIX-10,"TCP/1670,UDP/1670",
NETVIEW-AIX-11,"TCP/1671,UDP/1671",
NETVIEW-AIX-12,"TCP/1672,UDP/1672",
NETVIEW-AIX-2,"TCP/1662,UDP/1662",
NETVIEW-AIX-3,"TCP/1663,UDP/1663",
NETVIEW-AIX-4,"TCP/1664,UDP/1664",
NETVIEW-AIX-5,"TCP/1665,UDP/1665",
NETVIEW-AIX-6,"TCP/1666,UDP/1666",
NETVIEW-AIX-7,"TCP/1667,UDP/1667",
NETVIEW-AIX-8,"TCP/1668,UDP/1668",
NETVIEW-AIX-9,"TCP/1669,UDP/1669",
NETVIEWDM1,"TCP/729,UDP/729",IBM NetView DM/6000 Server/Client
NETVIEWDM2,"TCP/730,UDP/730",IBM NetView DM/6000 send/tcp
NETVIEWDM3,"TCP/731,UDP/731",IBM NetView DM/6000 receive/tcp
NETWALL,"TCP/533,UDP/533",for emergency broadcasts
NETWARE-CSP,"TCP/1366,UDP/1366",Novell NetWare Comm Service Platform
NETWARE-IP,"TCP/396,UDP/396",Novell Netware over IP
NEW-RWHO,"TCP/550,UDP/550",new-who
NEWACCT,TCP/100,[unauthorized use]
NEWS,"TCP/144,UDP/144,TCP/2009",NewS window system
NEXTSTEP,"TCP/178,UDP/178",NextStep Window Server
NFA,"TCP/1155,UDP/1155",Network File Access
NFS,"TCP/2049,UDP/2049",networked file system
NFS-OR-IIS,TCP/1025,"IIS, NFS, or listener RFS remote_file_sharing"
NFSD-KEEPALIVE,UDP/1110,Client status info
NFSD-STATUS,TCP/1110,Cluster status info
NI-FTP,"TCP/47,UDP/47",NI FTP
NI-MAIL,"TCP/61,UDP/61",NI MAIL
NIM,"TCP/1058,UDP/1058",
NIMREG,"TCP/1059,UDP/1059",
NIP,"TCP/376,UDP/376",Amiga Envoy Network Inquiry Proto
NKD,"TCP/1650,UDP/1650",
NLOGIN,"TCP/758,UDP/758",
NMS,"TCP/1429,UDP/1429",Hypercom NMS
NMSP,"TCP/537,UDP/537",Networked Media Streaming Protocol
NMS_TOPO_SERV,"TCP/1486,UDP/1486",
NNSP,"TCP/433,UDP/433","Usenet, Network News Transfer"
NNTP,"TCP/119,UDP/119",Network News Transfer Protocol
NOTIFY,UDP/773,
NOVASTORBAKCUP,"TCP/308,UDP/308",novastor backup
NOVELL-LU6.2,"TCP/1416,UDP/1416",Novell LU6.2
NPMP-GUI,"TCP/611,UDP/611",
NPMP-LOCAL,"TCP/610,UDP/610",
NPMP-TRAP,"TCP/609,UDP/609",
NPP,"TCP/92,UDP/92",Network Printing Protocol
NQS,"TCP/607,UDP/607",
NRCABQ-LM,"TCP/1458,UDP/1458",Nichols Research Corp.
NS,UDP/760,
NSIIOPS,"TCP/261,UDP/261",iiop name service over tls/ssl
NSREXECD,TCP/7937,Legato NetWorker
NSS-ROUTING,"TCP/159,UDP/159",
NSW-FE,"TCP/27,UDP/27",NSW User System FE
NTALK,"TCP/518,UDP/518",(talkd)
NTP,"TCP/123,UDP/123",Network Time Protocol
NUCLEUS,"TCP/1463,UDP/1463",
NUTS_BOOTP,"TCP/4133,UDP/4133",NUTS Bootp Server
NUTS_DEM,"TCP/4132,UDP/4132",NUTS Daemon
OBJCALL,"TCP/94,UDP/94",Tivoli Object Dispatcher
OBJECTIVE-DBC,"TCP/1388,UDP/1388",Objective Solutions DataBase Cache
OBJECTMANAGER,"TCP/2038,UDP/2038",
OC-LM,"TCP/1448,UDP/1448",OpenConnect License Manager
OCBINDER,"TCP/183,UDP/183",
OCEANSOFT-LM,"TCP/1466,UDP/1466",Ocean Software License Manager
OCK,UDP/1000,
OCSERVER,"TCP/184,UDP/184",
OCS_AMU,"TCP/429,UDP/429",
OCS_CMU,"TCP/428,UDP/428",
ODMR,"TCP/366,UDP/366",
OFTEP-RPC,TCP/950,Often RPC.statd (on Redhat Linux)
OHIMSRV,"TCP/506,UDP/506",
OMAD,UDP/32768,OpenMosix Autodiscovery Daemon
OMFS,TCP/723,OpenMosix File System
OMID,UDP/5428,OpenMosix Info Dissemination
OMSERV,"TCP/764,UDP/764",
ONMUX,"TCP/417,UDP/417",Meeting maker
OPALIS-RDV,"TCP/536,UDP/536",
OPALIS-ROBOT,"TCP/314,UDP/314",
OPC-JOB-START,"TCP/423,UDP/423",IBM Operations Planning and Control Start
OPC-JOB-TRACK,"TCP/424,UDP/424",IBM Operations Planning and Control Track
OPENMANAGE,TCP/7273,Dell OpenManage
OPENMATH,"TCP/1473,UDP/1473",
OPENPORT,"TCP/260,UDP/260",
OPENVMS-SYSIPC,"TCP/557,UDP/557",
OPSEC-CVP,TCP/18181,Check Point OPSEC
OPSEC-ELA,TCP/18187,Check Point OPSEC
OPSEC-LEA,TCP/18184,Check Point OPSEC
OPSEC-OMI,TCP/18185,Check Point OPSEC
OPSEC-SAM,TCP/18183,Check Point OPSEC
OPSEC-UFP,TCP/18182,Check Point OPSEC
ORA-LM,"TCP/1446,UDP/1446",Optical Research Associates License Manager
ORACLE,"TCP/1521,UDP/1525,UDP/2005",Oracle Database,PH_SYS_PROTOGRP_DB
ORASRV,TCP/1525,oracle or Prospero Directory Service non-priv
OS-LICMAN,"TCP/1384,UDP/1384",Objective Solutions License Manager
OSPFD,TCP/2604,OSPFd vty
OSU-NMS,"TCP/192,UDP/192",OSU Network Monitoring System
OSXWEBADMIN,TCP/16080,Apple OS X WebAdmin
OVERNET,"TCP/16444,UDP/16444",Overnet file sharing
PACERFORUM,"TCP/1480,UDP/1480",
PADL2SIM,"TCP/5236,UDP/5236",
PASSGO,"TCP/511,UDP/511",
PASSWORD-CHG,"TCP/586,UDP/586",
PAWSERV,"TCP/345,UDP/345",Perf Analysis Workbench
PCANYWHERE,TCP/65301,Back Orifice 2K Default Port
PCANYWHEREDATA,TCP/5631,
PCANYWHERESTAT,"TCP/5632,UDP/5632",
PCDUO,TCP/5405,RemCon PC-Duo - new port
PCDUO-OLD,TCP/5400,RemCon PC-Duo - old port
PCIARRAY,"TCP/1552,UDP/1552",
PCM,TCP/1827,PCM Agent (AutoSecure Policy Compliance Manager
PCMAIL-SRV,"TCP/158,UDP/158",PCMail Server
PCNFS,UDP/640,PC-NFS DOS Authentication
PDAP,"TCP/344,UDP/344",Prospero Data Access Protocol
PDAP-NP,"TCP/1526,UDP/1526",Prospero Data Access Prot non-priv
PEERENABLER,"TCP/3531,UDP/3531",P2PNetworking/PeerEnabler protocol
PEGBOARD,"TCP/1357,UDP/1357",Electronic PegBoard
PEHELP,"TCP/2307,UDP/2307",
PEPORT,"TCP/1449,UDP/1449",
PERF-PORT,"TCP/1995,UDP/1995",cisco perf port
PERSONAL-LINK,"TCP/281,UDP/281",
PH,UDP/481,
PHILIPS-VC,"TCP/583,UDP/583",Philips Video-Conferencing
PHONE,UDP/1167,conference calling
PHONEBOOK,"TCP/767,UDP/767",phone
PHOTURIS,"TCP/468,UDP/468",Photuris Key Management
PIM-RP-DISC,"TCP/496,UDP/496",
PIP,"TCP/321,UDP/321",
PIPES,"TCP/1465,UDP/1465",Pipes Platform
PIPE_SERVER,UDP/2010,Also used by NFR
PIRP,"TCP/553,UDP/553",
PKSD,TCP/11371,PGP Public Key Server
POLIPO,TCP/8123,Polipo open source web proxy cache
POP2,"TCP/109,UDP/109",PostOffice V.2,PH_SYS_PROTOGRP_MAIL
POP3,"TCP/110,UDP/110",PostOffice V.3,PH_SYS_PROTOGRP_MAIL
POP3PW,TCP/106,Eudora compatible PW changer
POP3S,TCP/995,POP3 protocol over TLS/SSL,PH_SYS_PROTOGRP_MAIL
POSTGRES,TCP/5432,PostgreSQL database server,PH_SYS_PROTOGRP_DB
POV-RAY,"TCP/494,UDP/494",
POWERBURST,"TCP/485,UDP/485",Air Soft Power Burst
POWERCHUTE,TCP/3052,cryptographic file system (nfs)
POWERCHUTEPLUS,"TCP/6547,TCP/6548,UDP/6549",Seagate Crystal Enterprise
PPP,TCP/3000,"User-level ppp daemon, or chili!soft asp"
PPTP,TCP/1723,Point-to-point tunnelling protocol
PRINT-SRV,"TCP/170,UDP/170",Network PostScript
PRINTER,"TCP/515,UDP/515",spooler (lpd)
PRIV-DIAL,"TCP/75,UDP/75",any private dial out service
PRIV-FILE,"TCP/59,UDP/59",any private file service
PRIV-MAIL,"TCP/24,UDP/24",any private mail system
PRIV-PRINT,"TCP/35,UDP/35",any private printer server
PRIV-RJE,"TCP/77,UDP/77","any private RJE service, netrjs"
PRIV-TERM,"TCP/57,UDP/57",any private terminal access
PRIV-TERM-L,TCP/87,"any private terminal link, ttylink"
PRIVOXY,TCP/8118,"Privoxy, www.privoxy.org"
PRM-NM,"TCP/409,UDP/409",Prospero Resource Manager Node Man.
PRM-NM-NP,"TCP/1403,UDP/1403",Prospero Resource Manager
PRM-SM,"TCP/408,UDP/408",Prospero Resource Manager Sys. Man.
PRM-SM-NP,"TCP/1402,UDP/1402",Prospero Resource Manager
PROFILE,"TCP/136,UDP/136",PROFILE Naming System
PROSHARE1,"TCP/1459,UDP/1459",Proshare Notebook Application
PROSHARE2,"TCP/1460,UDP/1460",Proshare Notebook Application
PROSHAREAUDIO,"TCP/5713,UDP/5713",proshare conf audio
PROSHAREDATA,"TCP/5715,UDP/5715",proshare conf data
PROSHARENOTIFY,"TCP/5717,UDP/5717",proshare conf notify
PROSHAREREQUEST,"TCP/5716,UDP/5716",proshare conf request
PROSHAREVIDEO,"TCP/5714,UDP/5714",proshare conf video
PROSPERO,"TCP/191,UDP/191",Prospero Directory Service
PROXIMA-LM,"TCP/1445,UDP/1445",Proxima License Manager
PROXY-PLUS,TCP/4480,Proxy+ HTTP proxy port
PRSVP,"TCP/3455,UDP/3455",RSVP Port
PTCNAMESERVICE,"TCP/597,UDP/597",PTC Name Service
PUPARP,UDP/998,
PWDGEN,"TCP/129,UDP/129",Password Generator Protocol
PYTHONDS,TCP/7464,Python Documentation Server
QAZ,TCP/7597,Quaz trojan worm
QBIKGDP,"TCP/368,UDP/368",
QFT,"TCP/189,UDP/189",Queued File Transport
QMQP,TCP/628,Qmail Quick Mail Queueing
QOTD,"TCP/17,UDP/17",Quote of the Day
QRH,"TCP/752,UDP/752",
QUAKE,UDP/26000,Quake game server
QUAKE2,UDP/27910,Quake 2 game server
QUAKE3,UDP/27960,Quake 3 Arena Server
QUAKEWORLD,UDP/27500,Quake world
QUICKTIME,TCP/1220,Apple Darwin and QuickTime Streaming Administration Servers
QUOTAD,"TCP/762,UDP/762",
RADACCT,"UDP/1646,UDP/1813",radius accounting
RADIUS,"UDP/1645,UDP/1812",radius authentication
RADMIN,TCP/4899,Radmin (www.radmin.com) remote PC control software
RADMIND,"TCP/6222,TCP/6662",Radmind protocol
RAID-AC,UDP/2012,
RAID-AM,"UDP/2007,TCP/2013",
RAID-CC,"UDP/2006,TCP/2011",raid
RAID-CD,UDP/2013,
RAID-CS,UDP/2015,
RAID-SF,UDP/2014,
RAP,"TCP/38,UDP/38,UDP/256",Route Access Protocol
RAP-LISTEN,"TCP/1531,UDP/1531",
RAP-SERVICE,"TCP/1530,UDP/1530",
RCP,"TCP/469,UDP/469",Radio Control Protocol
RDS,"TCP/1540,UDP/1540",
RDS2,"TCP/1541,UDP/1541",
RE-MAIL-CK,"TCP/50,UDP/50",Remote Mail Checking Protocol
REACHOUT,TCP/43188,Sygate Firewall management port version 3.0 build 521 and above
REALSERVER,TCP/7070,onlinet uninterruptable power supplies
RELIEF,"TCP/1353,UDP/1353",Relief Consulting
RELLPACK,UDP/2018,
REMOTE-KIS,"TCP/185,UDP/185",
REMOTEANYTHING,"UDP/3996,UDP/3997,UDP/3998,TCP/3999,TCP/4000",neoworx remote-anything slave daemon
REMOTEFS,"TCP/556,UDP/556","rfs, rfs_server, Brunhoff remote filesystem"
RENDEZVOUS,TCP/3689,Rendezvous Zeroconf (used by Apple/iTunes)
RESVC,TCP/691,The Microsoft Exchange 2000 Server Routing Service          
RETROSPECT,"TCP/497,UDP/497",
RETS-OR-BACKUPEXEC,TCP/6103,Backup Exec Agent Accelerator and Remote Agent also sql server and cisco works blue
RFA,"TCP/4672,UDP/4672",remote file access server
RFE,"TCP/5002,UDP/5002",Radio Free Ethernet
RFX-LM,"TCP/1497,UDP/1497",
RGTP,"TCP/1431,UDP/1431",Reverse Gossip Transport
RICARDO-LM,"TCP/6148,UDP/6148",Ricardo North America License Manager
RIGHTBRAIN,"TCP/1354,UDP/1354",RightBrain Software
RIMSL,"TCP/2044,UDP/2044",
RIPD,TCP/2602,RIPd vty
RIPNG,"TCP/521,UDP/521",
RIPNGD,TCP/2603,RIPngd vty
RIS,"TCP/180,UDP/180",Intergraph
RIS-CM,"TCP/748,UDP/748",Russell Info Sci Calendar Manager
RJE,"TCP/5,UDP/5",Remote Job Entry
RKINIT,"TCP/2108,UDP/2108",Kerberos (v4) remote initialization
RLP,"TCP/39,UDP/39",Resource Location Protocol
RMONITOR,"TCP/560,UDP/560",rmonitord
RMONITOR_SECURE,"TCP/5145,UDP/5145",
RMT,"TCP/411,UDP/411",Remote MT Protocol
RNA-LM,"TCP/1522,UDP/1522",Ricardo North America License Manager
RNDC,TCP/953,RNDC is used by BIND 9 (& probably other NS)
ROBCAD-LM,"TCP/1509,UDP/1509","Robcad, Ltd. License Manager"
ROUTE,UDP/520,router routed -- RIP
RPASSWD,TCP/774,
RPC2PORTMAP,"TCP/369,UDP/369",
RPCBIND,"TCP/111,UDP/111","portmapper, rpcbind"
RPLAY,UDP/5555,
RRH,"TCP/753,UDP/753",
RSH-SPX,"TCP/222,UDP/222",Berkeley rshd with SPX auth
RSVD,"TCP/168,UDP/168",
RSVP_TUNNEL,"TCP/363,UDP/363",
RSYNC,TCP/873,Rsync server ( http://rsync.samba.org )
RTELNET,"TCP/107,UDP/107",Remote Telnet
RTIP,"TCP/771,UDP/771",
RTMP,TCP/1935,Macromedia FlasComm Server
RTSCLIENT,"TCP/2501,UDP/2501",Resource Tracking system client
RTSP,"TCP/554,UDP/554",Real Time Stream Control Protocol
RTSSERV,"TCP/2500,UDP/2500",Resource Tracking system server
